"awardID","pec","program","track","division","directorate","awardInstrument","startDate","lastAmendmentDate","endDate","awardedAmountToDate","PI","coPI","organization","organizationStreet","organizationCity","organizationState","organizationZip","title","abstract","objectid","schoolIdentificationNumber","organization.y","reportedStreetAddress","reportedCity","reportedState","stateFips","countyFips","countyName","localeCode","lat","long","coreBasedStatisticalArea","coreBasedStatisticalAreaName","metropolitanOrMicropolitanStatisticalAreaIndicator","combinedStatisticalArea","combinedStatisticalAreaName","congressionalDistrict","stateLegislativeDistrictLower","stateLegislativeDistrictUpper","schoolYear","x","y","EPSCoR"
1927336,"069Y00","AccelNet","Design","CBET","ENG","Standard Grant","10/01/2019","10/04/2023","06/30/2024",450001,"Ah-Hyung Park","David Sandalow, Jingguang Chen","Columbia University","615 W 131ST ST","NEW YORK","NY",10027,"AccelNet: Sustainable Capture and Conversion of CO2 to Chemicals and Fuels using Renewable Electrons SCO2RE","Climate change driven by high accumulations of greenhouse gases such as CO2 in the Earth's atmosphere threatens the sustainability of global societies. Carbon capture, utilization, and storage (CCUS) is one of the technology areas that could provide significant benefits in reducing greenhouse gas emissions, while improving energy security and creating new opportunities for clean economic growth. AccelNet-Sustainable Capture and Conversion of CO2 to Chemicals and Fuels using Renewable Electrons (SCO2RE) will facilitate transformative international research collaborations and exchange in CO2 capture and conversion that effectively cross the boundaries of the natural sciences, engineering, and the social and economic sciences. SCO2RE activities also include extensive educational and training to  prepare a US workforce with strong scientific and engineering skills and a holistic understanding of carbon capture-related issues. Participating members of SCO2RE include researchers across research networks in the United States, United Kingdom, China, Switzerland, and South Korea. <br/><br/>AccelNet-SCO2RE targets to replace piecemeal, individual efforts with a comprehensive international partnership-based initiative addressing the scientific, engineering, economic, and public policy challenges that currently inhibit the effective implementation of CO2 capture and conversion technologies and the creation of a sustainable carbon cycle. The links among research networks from a wide range of disciplines and expertise will advance the development of transformative solutions to CO2 capture and conversion to chemicals, fuels, and materials using renewable energy. Studies on specific materials, reactions, and system components will focus on gaps in research, such as novel materials for combined CO2 capture and conversion, catalysis for effective CO2 activation and H2 generation. Systems engineering studies will examine pathways to a balanced carbon cycle, and studies in economics and public policy will ensure that science and engineering efforts take into account these important aspects of developing the carbon capture and conversion infrastructure. SOO2RE's activities will include workshops, webinars, and Idea Tournaments designed to promote cross-disciplinary creative thinking. SCO2RE's professional development and training program will include a comprehensive educational plan targeted to increase the diversity of students working in this area by leveraging established partnerships within universities in different global regions. This international network-of-networks will develop more effective research networks via student exchanges and joint-advising and mentoring. Existing collaboration with industrial partners will also be extended to other networks to accelerate the deployment of the developed technologies and to provide additional training opportunities to students and early-career researchers. <br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations.  The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts. This project is co-funded by the Environmental Sustainability (ENG/CBET) program as well as the CBET Division.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",2354,190150,"Columbia University in the City of New York","West 116 St and Broadway","New York","NY","36","36061","New York County","11",40.808286,-73.961885,"35620","New York-Newark-Jersey City, NY-NJ-PA",1,"408","New York-Newark, NY-NJ-CT-PA","3610","36069","36030","2022-2023",-73.9618849999927,40.8082860002987,"notEPSCoR"
2114701,"069Y00","AccelNet","Implementation","OISE","O/D","Standard Grant","01/01/2022","07/13/2021","12/31/2026",2e+06,"Dalal Najib","David Feldman, Amir AghaKouchak, Negin Sobhani, Ali Mirchi","National Academy of Sciences","2101 CONSTITUTION AVE NW","WASHINGTON","DC",20418,"AccelNet-Implementation: PEER2PEER International Convergence Research Networks in Transboundary Water Security","Transboundary river basins cover about 72% of the U.S. landmass and more than 47% of the Earth?s land area, providing homes to 3 billion people in 150 countries.  Shared by two or more countries, transboundary river basins are often hotspots for both water conflicts and efforts at cooperation. PEER2PEER, an implementation-track project, will advance transboundary water security research, education, and outreach by catalyzing novel international and interdisciplinary cooperation.  This network of networks brings together networks managed by the National Academies of Sciences, Engineering, and Medicine and partner organizations in the United States, Middle East, North Africa, and Central Asia.  PEER2PEER leverages mature regional networks focusing on different aspects of transboundary water management, including the Partnership for Enhanced Engagement in Research (PEER) program, the Arab-American Frontiers of Science, Engineering and Medicine Program, and partnering international networks.  PEER2PEER participants will synergize research initiatives, share data and tools, and foster collaboration in transboundary water security scholarship and capacity building.  The project will create an innovative ecosystem designed specifically for translating engineering, physical science, and social science research into plans and policies for local, state, and national government agencies.  PEER2PEER will develop rigorous training programs of the next generation of water scientists for addressing interdisciplinary challenges worldwide.<br/><br/>PEER2PEER will collectively address critical gaps in transboundary water security research and education.  One gap is the lack of scientific evidence on drought trends and variability, along with the corresponding disparate impacts on regional water security in different transboundary river basins.  There is also limited understanding of how: (a) water security is affected by transnational propagation of the impact of extreme drought events through tele-connected food trade networks; and (b) socio-cultural context, levels of economic development, environmental concerns, and technical and political collaboration affect science diplomacy to support transboundary water security.  This project will address the lack of knowledge exchange and data/tool sharing vehicle to leverage multiple data streams, including remotely sensed observations and ground-based data for transboundary drought monitoring, and the limited capacity and educational materials to prepare future researchers in interdisciplinary, holistic, convergent approaches in transboundary water security.  PEER2PEER will feature workshops, technical trainings, faculty and student exchanges, field visits, outreach and dissemination.  It will develop an online platform for network members to facilitate sustained engagement and research collaboration.  Research data will be shared with network members through a partnership with the NSF-funded Consortium of Universities for the Advancement of Hydrologic Sciences, Inc. <br/><br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations. The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"notEPSCoR"
1927354,"069Y00","AccelNet","Implementation","OISE","O/D","Continuing Grant","09/01/2019","06/07/2023","08/31/2025",948426,"Peter Kazanzides","","Johns Hopkins University","3400 N CHARLES ST","BALTIMORE","MD",21218,"AccelNet: International Collaboration to Accelerate Research in Robotic Surgery","Robotic surgery offers the potential to minimize surgeon's overuse injuries, promote faster, safer and lower-cost surgeries and to enable new approaches to special surgical challenges.  This requires an advanced, reliable and cooperative man-machine interface that draws upon the relative strengths of each. Fundamental knowledge about how best to capture the surgeon's expertise and judgement and the machine's capabilities and shortcomings will drive these advances.  Furthermore, to change the practice of medicine, these data and software must be broadly shared, and surgeons must be trained in the new surgical model.  This project will develop a shared knowledge base to enable artificial intelligence (AI) to improve surgical practice.  It will foster international collaborations to prepare the next generation of researchers on the conduct of robotic surgery and of international research collaborations.<br/><br/>The wide adoption of robotics in surgery, especially the da Vinci robot for minimally-invasive surgery, may make possible the use of AI to enhance surgical outcomes.  However, no single nation can obtain enough data to represent all types of surgery or to perform the extensive testing that would be needed to validate these data.  The goal of this AccelNet project is to advance research in data-driven methods to capture data on the surgical environment and surgical interventions to enable new systems that assist the surgeon or even execute tasks autonomously. This effort links multiple research networks that have already formed around shared, open research platforms for medical robotics research, exemplified by (but not restricted to) the da Vinci Research Kit (dVRK) and the Raven II surgical robot, which together are installed at more than 50 institutions worldwide. Activities for coordination and dissemination include workshops and tutorials, exchange of personnel, highly-focused surgical robotics challenges, and the development of data and software to be shared with the community.<br/><br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations.  The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts. This project was co-funded by the Dynamics, Control and Systems Diagnostics program (ENG/CMMI).<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",5685,461379,"Holistic Massage Training Institute","2834 Loch Raven Road","Baltimore","MD","24","24510","Baltimore city","11",39.322479,-76.603096,"12580","Baltimore-Columbia-Towson, MD",1,"548","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","2407","24043","24043","2022-2023",-76.60309600038,39.3224790004056,"notEPSCoR"
2201571,"069Y00","AccelNet","Implementation","OISE","O/D","Standard Grant","07/01/2022","07/05/2022","06/30/2027",1918341,"Mak Saito","Alyson Santoro, Naomi Levine, Heather Benway","Woods Hole Oceanographic Institution","266 WOODS HOLE RD","WOODS HOLE","MA",25431,"AccelNet - Implementation: Development of an International Network for the Study of Ocean Metabolism and Nutrient Cycles on a Changing Planet Biogeoscapes","Microorganisms play important roles in the biogeochemical cycles of the oceans and help maintain the functioning of Earth?s ecosystems. Yet much remains unknown about what determines their occurrence around the globe, and what controls ocean metabolism. Human activities and climate change are affecting ocean microbes and biogeochemical cycles in many ways; being able predict and understanding those changes is needed to inform management and decision-making. An international community effort is building a global, marine microbial biogeochemistry network, ?BioGeoSCAPES: Ocean Metabolism and Nutrient Cycles on a Changing Planet?, that combines biological and chemical sampling to map microbial communities and study ocean metabolism and their effects on ecosystem health and biogeochemical cycles. This Accel-Net project draws upon expertise and infrastructure across multiple national and international networks to lay the groundwork for the BioGeoSCAPES program. <br/><br/>BioGeoSCAPES is an interdisciplinary effort that combines biological and chemical measurements through a coordinated international program. Network activities contribute to the development of BioGeoSCAPES through a combination of virtual and in-person meetings, workshops, working groups, student and postdoc exchanges, and summer school events. Large workshops focus on: science integration and planning; informatics and data management; intercalibration review and assessment; and science implementation and infrastructure. Smaller workshops/meetings include a modeling and data integration workshop, two summer schools, and two scientific steering committee meetings. These community activities contribute: an intercalibration assessment; methodological and sampling best practices; data management and informatics planning; data-model integration strategies and recommendations; and planning for the launch of an international BioGeoSCAPES Program. To support early career engagement and development, this Accel-Net includes international research experiences across international network partners via: in-person summer schools designed to build scientific, technical and data integration expertise; international early career research exchanges; virtual professional development workshops; and a cross-network mentoring program. The proposed capacity building activities for early career scientists (participation in Accel-Net leadership, research exchanges, summer schools, professional development workshops, mentoring) provide the training and tools needed to transcend disciplines and utilize ?big data? sets in novel ways to understand how marine microbes interact with their changing environment. These activities facilitate participation across networks and diverse groups, foster new collaborations across career stages and nations, and cultivate leadership skills. <br/><br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations. The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts. This project is funded by the Office of International Science and Engineering (OISE).<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"notEPSCoR"
1927137,"069Y00","AccelNet","Design","OISE","O/D","Standard Grant","10/01/2019","09/20/2019","09/30/2024",80328,"Ming Xiao","","Pennsylvania State Univ University Park","201 OLD MAIN","UNIVERSITY PARK","PA",16802,"AccelNet: Permafrost Coastal Systems Network PerCS-Net -- a circumpolar alliance for arctic coastal community information exchange","1927553 (Jones) 1927137 (Xiao) 1927373 (Tweedie)  Permafrost coastal systems are one of the most rapidly changing components of the Earth's systems. The Permafrost Coastal Systems Network (PerCS-Net) project will fill fundamental knowledge gaps in science, engineering, and societal issues associated with permafrost-affected coasts in the Arctic by linking over ten existing national and international networks. PerCS-Net will position our nation alongside international collaborators to empower new research communities, diversify Arctic researchers, engage in the co-production of knowledge, and promote long-lasting team science required to face the known and emerging challenges of the changing Arctic. This network of networks will develop internationally recognized protocols for quantifying and synthesizing information on the impacts occurring in coastal permafrost systems. It will also provide a framework to assess risks to local and global economies and to transfer knowledge that will lead to adaptation strategies across Arctic regions. PerCS-Net will promote synergy across networks to foster the next generation of students, postdoctoral scholars, and early-career researchers charged with identifying potential solutions to changes occurring in the Arctic system. <br/><br/>There is no place more representative of the challenges faced at the intersection of natural, social, and built systems than the Arctic. PerCS-Net will develop a transdisciplinary umbrella network to synergize existing datasets, expand observations in space and time, integrate in-situ sensing techniques, coordinate goals among networks, and engage in synthesis efforts. The new knowledge will inform intergovernmental agencies as well as international research and outreach programs to make science-based decisions and policies in adapting to permafrost coastal system dynamics. Network activities include annual in-person meetings at national and international venues, monthly webinar meetings, outreach in Arctic coastal communities, synthesis publications, and student and early-career researcher personnel exchanges. Expected outcomes of PerCS-Net will integrate into a framework for transformative knowledge sharing from individuals and organizations cooperating across political, cultural, and disciplinary borders to address critical science, engineering, and social issues in response to permafrost coastal systems in the changing Arctic. <br/><br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations.  The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts. This project was co-funded by the Arctic System Science Program in the Office of Polar Programs.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"notEPSCoR"
2020547,"069Y00","AccelNet","Implementation","OISE","O/D","Standard Grant","10/01/2020","06/28/2023","09/30/2025",969207,"Fiammetta Straneo","","University of California-San Diego Scripps Inst of Oceanography","8622 DISCOVERY WAY # 116","LA JOLLA","CA",92093,"AccelNet: Accelerating discoveries at Greenlands marine margins through international collaboration","Most of Greenland is covered by the expansive Greenland Ice Sheet, which, if it all melted, would cause sea level to rise by more than 20 feet. Greenland has been losing ice at a particularly rapid rate since the mid-1990s, with impacts for local and global fisheries.  This AccelNet project (GRISONET) is designed to facilitate rapid and effective collaboration-building and foster discovery about the Greenland ice sheet, the ocean, the marine ecosystems and their interactions.  GRISONET will address current knowledge gaps and community-identified needs by establishing international and interdisciplinary collaborations to assess, plan for, and accelerate ice-ocean-ecosystem research.  The network of networks will develop strategies for the sharing of knowledge, data and syntheses, which will improve projections of future changes in Greenland and of their impact on global societies.<br/><br/>GRISONET will advance understanding of the role that ice sheet/ocean exchanges of heat and freshwater play in driving ice loss and in routing the meltwater away from the ice sheet.  The network of networks engages oceanographers, glaciologists, atmospheric and climate scientists, marine ecosystem and fisheries experts to tackle the community-identified needs. GRISONET objectives include the establishment of a publicly-accessible database of existing ice/ocean data, protocols for the shared collection of future measurements, improved representation of ice/ocean exchanges in models, and a collaborative network structure that can be sustained.  Activities will leverage resources from different networks within the US (e.g. US Arctic Observing Network, Interagency Arctic Research Policy Committee), international programs (International Ice Patrol, Ice Sheet Modeling Intercomparison Project, International Arctic Science Committee) and facilities of partners from Europe, Canada and Japan.  Through working groups, international workshops, yearly summer schools for junior scientists, scholarly exchanges and professional training, GRISONET will prepare over 40 junior US scientists in science collaboration and the relevant cross-disciplinary science. <br/><br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations.  The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts. <br/><br/>Co-funding for this award is being provided by Navigating the New Arctic (NNA) program one of NSF's 10 Big Ideas. NNA supports projects that  address convergence scientific challenges in the rapidly changing Arctic, empower new research partnerships, diversify the next generation of Arctic researchers, enhance efforts in formal and informal education, and integrate the co-production of knowledge where appropriate. This award aligns with those goals.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",252,110680,"University of California-San Diego","9500 Gilman Dr","La Jolla","CA","06","06073","San Diego County","11",32.877749,-117.235866,"41740","San Diego-Chula Vista-Carlsbad, CA",1,"N","N","0649","06078","06039","2022-2023",-117.235865999616,32.8777490000164,"notEPSCoR"
2020174,"069Y00","AccelNet","Implementation","OISE","O/D","Standard Grant","10/01/2020","07/06/2023","09/30/2025",1671545,"Steven Koester","Vlad Pribiag","University of Minnesota-Twin Cities","200 OAK ST SE","MINNEAPOLIS","MN",55455,"AccelNet: Global Quantum Leap","Quantum computing and communication technologies have the potential to change society in profound ways by enabling solutions to computational problems inaccessible using conventional paradigms. However, the technical challenges are daunting. Global Quantum Leap (GQL) establishes an international network of networks on the shared vision that the quantum revolution will require fundamental changes in nano-manufacturing infrastructure, and that developing this infrastructure will require worldwide collaboration and coordination. GQL will link nano-manufacturing and quantum networks to advance the scientific knowledge required to realize manufacturable quantum technologies. This AccelNet project will create strategic alliances between the National Nano Coordinated Infrastructure (NNCI) and international networks working on quantum information sciences. Initial partner networks include Nanoplatform Japan, Matter and Light for Quantum Computing (ML4Q, a Cluster of Excellence supported by the German Research Foundation), European OpenSuperQ, and the Chicago Quantum Exchange. By linking these networks, GQL will lay the foundation to develop a globally-aware workforce that can shape future innovations in quantum technology and will fundamentally influence the overall trajectory for quantum manufacturing development. It will also prepare a new generation of technical leaders to take on highly complex projects requiring international coordination. Such outreach will ensure that GQL has extensive societal impact, by exposing the widest range of communities to the capabilities and potential of quantum technology. <br/> <br/>The GQL network partnerships will bridge fundamental knowledge gaps between the nanomanufacturing and quantum information communities, including fundamental process, materials, and integration challenges. GQL will engage with domestic and international partners toward three main goals: (1) to create linkages between the nanofabrication and quantum information science communities on a global scale, (2) to facilitate the creation of a technology roadmap for emerging quantum computing systems, and (3) to equip students, postdoctoral scholars, and early-career researchers with skills to collaborate with international, interdisciplinary teams that will tackle challenges related to quantum computing systems. A series of meetings, workshops, structured and individual research exchanges, educational bootcamps, and industry interactions will be designed to bridge the existing knowledge gaps. Students, postdoctoral scholars, and faculty will also develop increased communication and teamwork skills and learn effective strategies for intercultural interactions on large-scale technical projects. The knowledge advances of quantum manufacturing issues will have broad applications. The learning developed in GQL will be transferred to the NNCI network in the form of new equipment and processes that can be utilized by the academic and industrial quantum community. <br/><br/>The Accelerating Research through International Network-to-Network Collaborations (AccelNet) program is designed to accelerate the process of scientific discovery and prepare the next generation of U.S. researchers for multiteam international collaborations. The AccelNet program supports strategic linkages among U.S. research networks and complementary networks abroad that will leverage research and educational resources to tackle grand scientific challenges that require significant coordinated international efforts.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"notEPSCoR"
2301964,"069Y00","AccelNet","Design","OISE","O/D","Standard Grant","09/01/2023","05/02/2023","08/31/2025",250000,"Iveta Silova","Gustavo Fischman, Carrie Karsgaard, Andrea Weinberg","Arizona State University","660 S MILL AVENUE STE 204","TEMPE","AZ",85281,"AccelNet-Design: Global Futures Oriented Research Collective on Education for Sustainability G-FORCES","The multifaceted nature and urgency of the climate crisis require interdisciplinary and collaborative approaches to transform education ? and consequently stimulate cultural shifts ? toward more sustainable global futures. This challenge cannot be solved through research solely focused on technical solutions, but requires a critical interrogation of underlying assumptions about knowledge, education, and social change. The Global Futures Oriented Research Collective on Education for Sustainability (G-FORCES) aims to bring together international sustainability-oriented research networks from the natural sciences, social sciences, and humanities to rearticulate the role of education for planetary sustainability in formal and non-formal lifelong learning settings. G-FORCES aims not merely to improve, but to fundamentally reshape the relationship between education and sustainability research across global networks in ways that effectively integrate different knowledge ecosystems, bridge the research-practice divide, and prioritize education for planetary wellbeing and ecological justice. <br/><br/>G-FORCES is a dynamic, multi-team collaboration across representatives from 10 diverse, globally leading research networks that share a common commitment to mobilize the power of education for planetary sustainability. Leveraging design approaches that enable structured but robust collaboration across networks, G-FORCES establishes a shared vision and strategic operational links across established research communities to engage in transdisciplinary convergence research that advances a comprehensive vision of sustainability education and climate literacy ? encompassing scientific, energy, media, and ecological literacy ? under a unified framework. Furthermore, it aims to maximize the impact of research on education policy and practice, create enduring local-to-global networks of scholarship and action, and address institutional barriers and structural limitations that presently limit integrated interdisciplinary climate research by creating new opportunities for inclusive research leadership for early-career scholars and from historically marginalized populations, particularly from the global South. Starting with a mapping exercise to identify gaps, connections, and synergies between networks, project activities will include annual research assemblies to set agendas for potential convergence research; a series of virtual co-design workshops to develop operational mechanisms for collaboration; and ongoing knowledge mobilization activities to engage relevant stakeholders to promote the transformation of  educational systems for planetary sustainability. In addition to generating innovative research synergies and creating new spaces for sharing knowledge across different research networks, G-FORCES  enhances connectivity among the world's leading scholars and education practitioners in enacting change.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",120,105668,"Rio Salado College","2323 W 14th St","Tempe","AZ","04","04013","Maricopa County","12",33.413309,-111.97417,"38060","Phoenix-Mesa-Chandler, AZ",1,"429","Phoenix-Mesa, AZ","0409","04026","04026","2022-2023",-111.974170000445,33.4133090003102,"notEPSCoR"
2318357,"069Y00","AccelNet","Design","SES","SBE","Standard Grant","07/15/2023","07/13/2023","01/31/2025",49837,"Ali Kenner","","Drexel University","3141 CHESTNUT ST","PHILADELPHIA","PA",19104,"Conference: Building International Scholarship in 4S-Affiliated Journals: A Writing Workshop for Junior Scholars","Building International Scholarship in 4S-Affiliated Journals: A Writing Workshop for Junior Scholars<br/><br/>The interdisciplinary field of Science, Technology, and Society (STS) has become increasingly internationalized over the past decade. This is a welcome transformation and is reflected in a range of institutional changes including in the content and editorship of the expanded number of journals affiliated with the largest professional society of the field, the Society for the Social Studies of Science (4S). However, there remains tremendous potential to further internationalize the field. Inequities in publishing and mentorship ? which impact historically marginalized scholars in all disciplines ? have been well documented; efforts to eradicate these inequities are crucial given that robust knowledge production and technology innovation requires barrier-free exchange and opportunities for all. <br/><br/>To work toward the goal of internationalizing the authorship pool and bringing STS journals into deeper conversation, a ?Publishing in STS? workshop led by a team of editors at 4S-affiliated journals will be held. This workshop will be held immediately before the 4S meeting in November 2023, and will focus on mentoring Early Career Researchers. The workshop will include sessions with the full group that allow students and junior scholars to hear insights and experiences from the journal editors, who are also senior scholars in the field. Topics will include information on the peer-review process and how editors are working to make the review community more diverse and inclusive; insight on English language standards and ideas about publishing in multiple languages; and commentary on resources available for professional development related to publishing in international contexts. The second day of the workshop will focus on small- group sessions in which attendees will receive highly-engaged feedback on a draft article manuscript from the journal editors and from their peers - a conversation that will continue after the Workshop, as editors follow up on the progress of attendees and ongoing peer support is encouraged.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",3076,212054,"Drexel University","3141 Chestnut St","Philadelphia","PA","42","42101","Philadelphia County","11",39.955217,-75.190051,"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,"428","Philadelphia-Reading-Camden, PA-NJ-DE-MD","4203","42188","42007","2022-2023",-75.1900509996539,39.9552169998647,"notEPSCoR"
2319560,"069Y00","AccelNet","Design","BCS","SBE","Standard Grant","09/15/2023","09/07/2023","08/31/2025",258146,"Tyler Peterson","","Arizona State University","660 S MILL AVENUE STE 204","TEMPE","AZ",85281,"Institute on Language Research","This award supports the Institute on Collaborative Language Research (CoLang), jointly hosted by Arizona State University (ASU) and Salt River Pima-Maricopa Indian Community (SRPMIC), a federally recognized tribe. CoLang takes place every two years, bringing together academics, community scholars, and indigenous language activists to provide training in language documentation, revitalization, and collaborative practices. Because ASU is situated on the ancestral homelands of the Akimel O?odham and Piipaash, the two Native American societies and languages that comprise the SRPMIC community, the theme for CoLang 2024 is ""Creating Partnerships, Honoring Neighbors, Building Capacity"". This theme represents a step in the evolution of social science, where educators and indigenous scholars meet, learn, and do research in a setting shaped by the collaborative vision of an institution of higher learning and a tribal-run language program. CoLang 2024 serves as a model for productive and sustainable partnerships between neighbors, and for how major American research universities such as ASU can engage with their tribal neighbors in a meaningful way.<br/><br/>CoLang responds to the needs of a diverse group of participants: academic linguists who want to gain technical skills, linguistics students who need basic training in collaborative research in language documentation, language teachers who wish to train themselves in basic linguistics skills, and community language activists who work on maintenance and revitalization projects for their communities. The institute consists of two weeks of intensive workshops on a broad range of topics in linguistics, language documentation and revitalization, education, and technology, with an emphasis on community-based participatory research. This is followed by two weeks of in-depth practica, where the participants apply their newly acquired skills and develop focused research projects. Previous participants have incorporated their institute experiences into documentation projects and community revitalization activities worldwide. The institute builds capacity, skills, and methods that result in career advancement, outputs, projects, and generating new linguistic methodologies and research. These include grants, graduate theses and dissertations, books, academic articles, language archives and databases, project development and cross-community networking methodologies. Linguists and academics who complete CoLang come away with an understanding of the importance of community-based language work. Language activists who complete CoLang are equipped with skills that help them make meaningful, productive, and sustainable contributions to the language reclamation efforts of their communities. This award is made as part of a funding partnership between the National Science Foundation and the National Endowment for the Humanities for the NSF Dynamic Language Infrastructure ? NEH Documenting Endangered Languages Program.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",120,105668,"Rio Salado College","2323 W 14th St","Tempe","AZ","04","04013","Maricopa County","12",33.413309,-111.97417,"38060","Phoenix-Mesa-Chandler, AZ",1,"429","Phoenix-Mesa, AZ","0409","04026","04026","2022-2023",-111.974170000445,33.4133090003102,"notEPSCoR"
2412500,"069Y00","AccelNet","Implementation","CMMI","ENG","Standard Grant","10/01/2023","12/20/2023","09/30/2027",1999826,"Chunlei Wang","","University of Miami","1320 SOUTH DIXIE HIGHWAY STE 650","CORAL GABLES","FL",33146,"AccelNet-Implementation: Broadening Carbon Ring","Carbon has played a crucial role in the development of human civilization. Despite the vast potential of various carbon forms, including different existing and emerging 0D, 1D, and 2D carbon nanostructures, to advance applications such as quantum computing, terahertz communications, energy storage systems, and carbon capture, the knowledge gap between carbon allotropes and device fabrication communities continues to hinder progress in scaling and integrating carbon devices into carbon systems. The Broadening Carbon Ring Network of Networks (N-o-N) is a strategic alliance that aims to advance the state of the art in carbon materials and devices by bringing together researchers from different research communities. The goal is to fill the knowledge gap in carbon materials, accelerate new carbon materials discovery, create and share fabrication and manufacturing toolboxes, explore frontier carbon device and new applications, and train highly diverse researchers and technical leaders with skillsets to conduct complex projects requiring international coordination.<br/><br/>This Accelerating Research through International Network-to-Network Collaborations (AccelNet) project will connect 18 networks including interdisciplinary research networks, regional clusters and user facilities across 10 countries. The specific aim of this N-o-N is to fill in the knowledge gaps in the areas of modeling the pyrolysis from polymer precursor to final carbon microstructure, tuning carbon shapes and carbon interfaces through self-assembly and controllable functionalization, hybrid carbon materials enabling high performance energy, sensing, and electronic devices, and scalable manufacturing through the creation of an International Roadmap on Carbon Systems (IRCS) and building a global database for best practices, sustainability, and life-cycle analysis. The training and exchange activities will impact diverse workforce development and STEM education.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",789,135726,"University of Miami","University of Miami","Coral Gables","FL","12","12086","Miami-Dade County","13",25.72126,-80.278662,"33100","Miami-Fort Lauderdale-Pompano Beach, FL",1,"370","Miami-Port St. Lucie-Fort Lauderdale, FL","1227","12114","12037","2022-2023",-80.2786620002511,25.721260000149,"notEPSCoR"
